schema_version,disease_id,row_sha256,catalog_sha256,decision,icd10_code,reviewer,reviewed_at,review_note
1,TAYY-00012,1f329dfa757969037f57be9a696121f4a3ed791515c8ccc81444439b23f46616,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,M31.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00013,3f3661402c3794ab9c683939128a7c37684cd2fcdda13bbcba5022050b08e675,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,A42.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00014,f190ce6da5647765500208582142fcb0457f843e2d489f384ba6685d03267038,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,B44.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00015,bab98ee06112747d6f40ad89a8de7d095b5c098bb3079da2b7b8b3f872e01fe9,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J70.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00016,fcf48a87cb72e4e2ca7d86398c3aaebab2d531f852199fc2bc83a72f7646b9fc,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,B37.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00017,7b279970e3fbe18abec1aab4207784c158b988f99d6ee8590ebd46eece2a2475,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J43.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00018,f2af98c9d654d2e97f7553393cb9311d923da4976fbcb983ec5ca77506e500fc,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J13,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00019,1be128598239bc6fe27e3d959dfaee199ab345d2b2ec168fe38e2959c13e88a3,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J43.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00020,1365d96fd5b3b30aeebc453119284383897217cf6e341a76399adb44ba0215ca,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J15.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00021,875ae55912d2e4421006889630a45ae23657a1562897350869e2cdc1de324b10,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J85.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00022,91e10a43d5dbf85ca30856b433cc34b29811191b424949ae72093b3d93a3cd2b,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,I26.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00023,1050306bf8ca03ff7135196f55ef85997b28e04d204c5639b263d2f104794698,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J18.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00024,a1dca0e3dc19d969918a4c3b9f40fd879c64e5c57225a8c0fdd191ba96d95840,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J43.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00025,6a9ec5caf9723ad774e7f401f9f204dd19e7ea74db3606c668fe36055af9c0cb,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J81,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00026,8173daf92b6ffa9ecd74ee86e938543b6c955071f660f61c45bb8cd49f05edf6,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,U04.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00027,9eb16bc6099466a19bd38e17f968774ee27c913cc5b085577dc2f3363ee99593,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,C78.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00028,d238c41860349ef10511ccf2e230416f66e2fc243e13f42308918e63d8dfc09f,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J84.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00029,5a990b4e946af6e56ad0ac49fed455979889abf5b9456684ced314b9d1a92ff7,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,B45.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00030,4da9b0545c7781100652e869c9f1afd43b23bdc85fce37054d7219a6ed653f4b,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,C34.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00031,0703390af1c643f6e5df7ed20a8449ea73782766360bcf57c6b9f596795171ba,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T56.3,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00032,74b4bba5aa4245726bfe3dc675d40818bb15ee36f0c0cc755e542ca7431b8e81,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J00,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00033,2006114ea920bf544229b0a193267801c7313f5b51008241ccd9a3f74900c9d1,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,R57.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00034,44a6bbbc266a9f7bf5c781f3c0f89669ffd1b1424741d5679f465da2b2bf7d9f,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T78.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00035,519f5802c9e4863629c004f703fd8ccf6a5a32629d7bf6e8e1434d21acbe1d9b,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,M31.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00036,9395af32b92df0e941ffc2c23d3237b69bf0df3186642eba17e5090a860967f7,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J67.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00037,1e267b6fd9ca12f40eef40c2a61d282b8a02632dae5a74a68e990b88e5ef9544,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T56.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00038,075bf6374fd64ef341717e5616a850881ba8c021d30b5891dd7deba19111fbd7,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T17.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00039,cc4d829931f1a6269f32eb5ac50df34defc5eac469a71d86652b64b3136be828,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J84.8,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00040,9803b4f91152f012af9ec52e637d258f601c2c733450e06c044995b6073351f3,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,unmappable_no_single_code,,hoangkv567,2026-08-19T12:31:54+00:00,Máy nhất trí mã J96.0 nhưng mã này cần mã kép/chi tiết hơn — không gán đơn lẻ được.
1,TAYY-00041,0ff17425bcb054003182af5ce8ebf8137e51d69589698987bc49548a3de0a9a5,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J12.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00042,50691df06dec61d479580feecd6b7e857d079a7c89229a5422d1961a0347af86,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T70.3,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00043,ec3fb2fb61b93bdfb0e67f391038ff17ec5f05008571edbe72e5907a37e810c1,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J96.00,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00044,25d40363681b0c1c6a4340e04f481b752ebcde405d3fe7a19425346868439120,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J85.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00045,466c1b990ea98b4ea8c7682494c6fab318d6084cf2a8c71fc998503ae28c306e,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,A48.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00046,02a0a3235765ebd4318cfb73b8d9bcb82fe04614a107586e8645cd23254cf5a3,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J80,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00047,4dd186b789234cc466a5c727372e13685196abec05efda58df1776b67e5cfd2d,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,A48.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00048,32c7a335d1884835c9827db262365cc70c0f6eac73a969924bf905b3811e6a4a,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,A15.6,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00049,95e436778ce5d262682ae7254da4a3c68b94be089cf6b5fda9960b894c0b59b5,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J15.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00050,db877f84e47c24f57b52a9cdf168c4e6d20962b72cdefe52ea03946ec363d111,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T43.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00051,4aa8ddccd6ab7e40b612a0ec06335f0eaaab9d1865fbc40b366dbe7713ea1a1a,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,B20.6,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00052,95d6d4ec208a36c86cbdf8347bce32abaa5d2efb52d3afe1b2d7451557dd2528,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,R04.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00053,2f0e4b0b7d2dd98abbd71d1cfe0796b63117abf7d49d348068f562e2cf4e7a82,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T59.6,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00054,ca447cd0a2f122553e80f55113155c84c29f68d3c6b66d9523a8e131ddcbd3ec,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J18.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00055,727b19ba5efef678ab9200e602d6def9a4ee5d4201bf4f2bba6b872fe8004b75,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J10.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00056,6b19d6d425a1df0682e531abc2995eee0ab0ac0a297725befab78658b094892c,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,B20.6,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00057,fe4f979b97ce557d3f33b1ef2cc5fd16993f0e5782db4203701d00d93ceedc25,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T56.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00058,336c171f9e7773210fe72e1bf1d12474d4f163cf8ab1d55d79d6236f9e8357ac,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,T56.7,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00059,aea5081d2a7f764531e6738d3878fb027fe52098e9a8f757aa6abf676bfbf1b7,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,P91.6,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00062,b381f0124b550c14da903a0f429bc03a68f382e01b52984c4ad9bd7c98f006a5,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J09,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00063,174c392eb0b694e4c0a41544af1b0779dab951fc6987a7f31b1fae9d5c42c601,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J82,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00064,2f20c899d7fb27a311eb6e0fa2246e7eef38f912a54191e80ee2af2f6c2bd154,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,C33,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00065,c85beef8571e52475af6751fc65413bc50b8c37093b84970006ea5bfe37a7bc1,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,Q32.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00066,b0fc0b577ac27d481724bec366f8f432802964e95de766b9a1096299da5ea460,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,Q32.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00067,55882d0d552d8b3c7777864ad82d63d3f8b62d868f5d182a72a8451b23630d45,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,E87.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00068,4583648c55d1ab50984d1766a46dfb49c12d986e4ad7b842cd8d8aba6fdeeafb,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J82,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00069,ccd2335ac7ba40c411779113c29bb9b7cafe39aab136059f370dc9569fb390cc,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J18.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00070,c5584780340f2a6380f0bc5916bfe7b92cac10948ec5e63c0d30f600366b1f5c,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,G47.3,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00071,8891acac139547ceb1cc48c8ce31f62b0af938afc6e493e3e5024fc66cb093ec,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J84.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00072,88d6cca9f2508354ce60cbba72d86b67ae5e8d7b31c2857974fddca314fa0d94,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J84.8,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00073,0ad8f13dc3fa24ec8a05ea19d39ee38bcd129309376038e0ca7b775074311e12,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J84.1,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00074,5e6c2a56d11746c8605d938868bb1e9a42e5c6b1ec69cae89a26b68696c51f72,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J98.4,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00075,a218279d876d429add8cf166d104a5b413c854476086b0bf7118b0e623783d07,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J67.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00076,6213e18d10c0711f00db2b4218d3945fd571a75bdea9700b444bfe0bcca9459c,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,A15.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00077,9c10846fba2dcf60bc3be414f18c6623f3f35ea4f24dc58d10d502949f32fc06,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,P22.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00079,cbcce2fe0ad814f12d99001bb819489d98345bd8cddcbfc37a6ccc18fa76bd2e,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J15.2,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00080,560dba2dc39bfd02f7d6d94a67cdf55b933691a15d72a1e075671afb81e5fc0d,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J20.9,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00081,6f23d8c06a8e05f9bee615c26d3a5b93cc836096461a2f057d0ddea05eab1690,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J11.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00082,dbd03763da7431702fd93b616b4604260336e092485789e730011243dcb0c31a,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J05.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00083,9e5a7078a24ff23179e7f55ae0bd5f38fec8b4464ad3fb05a1fbad9db145cd23,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J62.8,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00084,4e866388a639ba258561fea0fe5ed96c13708c667eaff43eb93628c4fe71432a,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,P28.4,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00085,de615f80d0999dc847cff45b94cc3e05419d772e73b43f85bb45838db48e7595,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,J15.7,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
1,TAYY-00086,0386a649706e51e9266a5e97ff51f0c18be51d55d4e515a4e3586c5b2659bfc6,e79a61fd521ab132d7f03c12a1824177505c24fad055d50ebc06625c5ef74604,approved,P28.0,hoangkv567,2026-08-19T12:31:54+00:00,Duyệt hàng loạt theo đồng thuận máy (>=2 phiếu LLM hoặc Tier A exact).
